Variable,Relative Influence
n_tag_func,30.11004766614299
n_tags,29.21365953465306
n_tag_pkg,19.824284581656478
n_func,10.458477642980327
n_pkg,9.20985695481511
k2_class_n_words,1.1836736197520292
